,time,fo,dataset
0,600.9646085409986,4485.0,pmed13
1,600.8407365759995,4459.0,pmed13
2,600.4853993170036,4424.0,pmed13
3,600.7540338100007,4454.0,pmed13
4,600.9410417079998,4487.0,pmed13
5,600.5909842819965,4511.0,pmed13
6,600.9894265149996,4508.0,pmed13
7,601.0054287289968,4482.0,pmed13
8,600.7409071400034,4460.0,pmed13
9,600.7122633230028,4474.0,pmed13
