,time,fo,dataset
0,600.063921035,4510.0,pmed8
1,600.0401340249991,4516.0,pmed8
2,600.4265001240001,4608.0,pmed8
3,600.1408420509997,4608.0,pmed8
4,600.3914340899992,4506.0,pmed8
5,600.2802809599998,4563.0,pmed8
6,600.0399531809999,4556.0,pmed8
7,600.072454784,4506.0,pmed8
8,600.1906597710004,4553.0,pmed8
9,600.0952141380003,4516.0,pmed8
