,time,fo,dataset
0,600.067893041,3050.0,pmed4
1,600.0746741109999,3046.0,pmed4
2,206.24482960699993,3034.0,pmed4
3,600.0197324000001,3046.0,pmed4
4,600.0919013829998,3053.0,pmed4
5,600.1973566779998,3046.0,pmed4
6,505.8318750049998,3034.0,pmed4
7,600.0947163459996,3043.0,pmed4
8,600.1996624770009,3046.0,pmed4
9,600.1367070410006,3050.0,pmed4
