,time,fo,dataset
0,600.2033675499997,1471.0,pmed5
1,600.0768032740007,1467.0,pmed5
2,600.1719556319995,1494.0,pmed5
3,600.034261406,1473.0,pmed5
4,600.1795313940002,1487.0,pmed5
5,600.2407988499999,1424.0,pmed5
6,600.2507674640001,1464.0,pmed5
7,600.0616549480001,1428.0,pmed5
8,600.0683493669985,1478.0,pmed5
9,600.2732632730003,1484.0,pmed5
