,time,fo,dataset
0,600.6256577269996,1700.0,pmed10
1,600.3304665549986,1679.0,pmed10
2,600.6284424149999,1671.0,pmed10
3,600.8720514180022,1681.0,pmed10
4,601.1599197620017,1727.0,pmed10
5,600.5503582109995,1720.0,pmed10
6,600.0678330990013,1635.0,pmed10
7,600.9248249849988,1699.0,pmed10
8,601.0647036650007,1743.0,pmed10
9,601.1753850329987,1694.0,pmed10
