,time,fo,dataset
0,600.0618314000001,3038.0,pmed4
1,600.0691514,3044.0,pmed4
2,600.0332774000001,3041.0,pmed4
3,600.0403879,3056.0,pmed4
4,600.0181932,3050.0,pmed4
5,600.0789999000003,3057.0,pmed4
6,600.0250237999999,3053.0,pmed4
7,600.0248447000004,3043.0,pmed4
8,600.0368088999994,3043.0,pmed4
9,600.0605510999994,3046.0,pmed4
