,time,fo,dataset
0,2.0420715999999857,5819.0,pmed1
1,0.04279589999998734,5819.0,pmed1
2,2.0775757000000112,5819.0,pmed1
3,1.3917324999999892,5819.0,pmed1
4,4.318377199999986,5819.0,pmed1
5,1.2086840999999708,5819.0,pmed1
6,0.4804141000000186,5819.0,pmed1
7,8.063832100000013,5819.0,pmed1
8,0.7031332000000248,5819.0,pmed1
9,14.07104380000004,5819.0,pmed1
