,time,fo,dataset
0,600.0444056999995,1461.0,pmed5
1,600.061353,1464.0,pmed5
2,600.1062484000004,1441.0,pmed5
3,600.039241800001,1456.0,pmed5
4,600.026203200001,1470.0,pmed5
5,600.1083770000005,1453.0,pmed5
6,600.0487401999999,1450.0,pmed5
7,600.0038350000013,1438.0,pmed5
8,600.0544487000006,1465.0,pmed5
9,600.0772075999994,1457.0,pmed5
